gene	spearman	p	q
KANK2	0.610963	<5.33E-54	<9.64E-54
ARHGAP35	0.610885	<5.33E-54	<9.64E-54
KIF21A	0.610631	<5.33E-54	<9.64E-54
UMPS	0.610568	<5.33E-54	<9.64E-54
WDR43	0.610509	<5.33E-54	<9.64E-54
SHC1	0.610479	<5.33E-54	<9.64E-54
NOS3	0.610258	<5.33E-54	<9.64E-54
ADO	0.610162	<5.33E-54	<9.64E-54
JUP	0.610079	<5.33E-54	<9.64E-54
CTSF	0.610052	<5.33E-54	<9.64E-54
GAA	0.609974	<5.33E-54	<9.64E-54
IPO4	0.609921	<5.33E-54	<9.64E-54
ILF3	0.609434	<5.33E-54	<9.64E-54
IL6ST	0.60938	<5.33E-54	<9.64E-54
MTA1	0.609328	1.56e-17	2.77e-17
DES	0.609286	1.57e-17	2.79e-17
SPIN1	0.609249	<5.33E-54	<9.64E-54
CRYZL1	0.609129	<5.33E-54	<9.64E-54
DCTPP1	0.609094	<5.33E-54	<9.64E-54
PGPEP1	0.609043	<5.33E-54	<9.64E-54
FUCA1	0.608882	<5.33E-54	<9.64E-54
UBE2G1	0.608786	<5.33E-54	<9.64E-54
CASP3	0.608729	<5.33E-54	<9.64E-54
SLC30A9	0.608694	<5.33E-54	<9.64E-54
PPFIBP1	0.608688	<5.33E-54	<9.64E-54
IBTK	0.608556	<5.33E-54	<9.64E-54
TEX10	0.608508	<5.33E-54	<9.64E-54
ADAR	0.608413	<5.33E-54	<9.64E-54
RNGTT	0.60824	<5.33E-54	<9.64E-54
PRKACB	0.608207	<5.33E-54	<9.64E-54
VAMP8	0.608159	<5.33E-54	<9.64E-54
SLC43A2	0.608082	<5.33E-54	<9.64E-54
TBC1D10B	0.608079	<5.33E-54	<9.64E-54
ETFA	0.608061	<5.33E-54	<9.64E-54
PKN1	0.607917	<5.33E-54	<9.64E-54
MICALL1	0.607902	<5.33E-54	<9.64E-54
SPHK2	0.607893	<5.33E-54	<9.64E-54
YBEY	0.607825	<5.33E-54	<9.64E-54
STK38	0.607741	<5.33E-54	<9.64E-54
UBQLN4	0.607664	<5.33E-54	<9.64E-54
ALCAM	0.607583	<5.33E-54	<9.64E-54
APLP2	0.607359	<5.33E-54	<9.64E-54
SSB	0.607237	<5.33E-54	<9.64E-54
AKT2	0.607189	<5.33E-54	<9.64E-54
LAMB1	0.607096	<5.33E-54	<9.64E-54
CACFD1	0.607046	<5.33E-54	<9.64E-54
UBE2R2	0.606938	<5.33E-54	<9.64E-54
AMPD3	0.60692	<5.33E-54	<9.64E-54
RBM26	0.606872	<5.33E-54	<9.64E-54
LRRC57	0.606834	<5.33E-54	<9.64E-54
DLD	0.606753	<5.33E-54	<9.64E-54
MAN1B1	0.606666	<5.33E-54	<9.64E-54
EEFSEC	0.606619	<5.33E-54	<9.64E-54
PGM2L1	0.606404	<5.33E-54	<9.64E-54
KIAA1522	0.606338	<5.33E-54	<9.64E-54
PLCG2	0.606311	<5.33E-54	<9.64E-54
EFHD1	0.606171	<5.33E-54	<9.64E-54
LZIC	0.605941	<5.33E-54	<9.64E-54
PIK3CD	0.605705	<5.33E-54	<9.64E-54
MAN2B2	0.605386	<5.33E-54	<9.64E-54
LCN2	0.605284	<5.33E-54	<9.64E-54
VWF	0.605195	<5.33E-54	<9.64E-54
RIPK1	0.605171	<5.33E-54	<9.64E-54
SLAIN2	0.605039	<5.33E-54	<9.64E-54
UFM1	0.604992	<5.33E-54	<9.64E-54
TSPAN33	0.60489	<5.33E-54	<9.64E-54
KIF1C	0.604675	<5.33E-54	<9.64E-54
MAP4K5	0.604627	<5.33E-54	<9.64E-54
PYGL	0.604627	<5.33E-54	<9.64E-54
TTC27	0.604627	<5.33E-54	<9.64E-54
SLC43A1	0.604457	<5.33E-54	<9.64E-54
SMPD1	0.604439	<5.33E-54	<9.64E-54
QPCTL	0.604329	<5.33E-54	<9.64E-54
EPM2A	0.604266	<5.33E-54	<9.64E-54
NIT1	0.604245	<5.33E-54	<9.64E-54
VARS	0.604183	<5.33E-54	<9.64E-54
TMEM33	0.604138	<5.33E-54	<9.64E-54
OMA1	0.604105	<5.33E-54	<9.64E-54
PDXK	0.604009	<5.33E-54	<9.64E-54
MMP9	0.603992	<5.33E-54	<9.64E-54
SLC12A7	0.603965	<5.33E-54	<9.64E-54
UROD	0.603908	<5.33E-54	<9.64E-54
HDHD3	0.603606	<5.33E-54	<9.64E-54
MASP1	0.603571	<5.33E-54	<9.64E-54
CD46	0.603344	<5.33E-54	<9.64E-54
FAM96A	0.603293	<5.33E-54	<9.64E-54
OLA1	0.603284	<5.33E-54	<9.64E-54
NUDT16	0.603272	<5.33E-54	<9.64E-54
WARS2	0.603224	<5.33E-54	<9.64E-54
DCAF13	0.603111	<5.33E-54	<9.64E-54
PEPD	0.603078	<5.33E-54	<9.64E-54
LRRFIP1	0.602881	<5.33E-54	<9.64E-54
YLPM1	0.60286	<5.33E-54	<9.64E-54
PDZD8	0.602839	<5.33E-54	<9.64E-54
MASP2	0.602833	<5.33E-54	<9.64E-54
DPP7	0.602618	<5.33E-54	<9.64E-54
TSR1	0.602433	<5.33E-54	<9.64E-54
PAPSS1	0.602314	<5.33E-54	<9.64E-54
TBC1D8B	0.602242	<5.33E-54	<9.64E-54
GRIPAP1	0.602225	4.58e-17	8.15e-17
PARP2	0.602009	<5.33E-54	<9.64E-54
RILPL1	0.601988	<5.33E-54	<9.64E-54
PTPN12	0.601973	<5.33E-54	<9.64E-54
SCRIB	0.601827	<5.33E-54	<9.64E-54
CYP1A2	0.601788	<5.33E-54	<9.64E-54
SERPIND1	0.601567	<5.33E-54	<9.64E-54
DNAJC5	0.601415	<5.33E-54	<9.64E-54
SNX8	0.601355	<5.33E-54	<9.64E-54
STAU1	0.601355	<5.33E-54	<9.64E-54
PLBD1	0.601343	<5.33E-54	<9.64E-54
AHCYL2	0.601281	<5.33E-54	<9.64E-54
CCM2	0.601233	<5.33E-54	<9.64E-54
NIPSNAP1	0.601212	<5.33E-54	<9.64E-54
OXR1	0.601146	<5.33E-54	<9.64E-54
DHX36	0.601012	<5.33E-54	<9.64E-54
GTF3C4	0.600946	<5.33E-54	<9.64E-54
MVB12B	0.600869	<5.33E-54	<9.64E-54
APOB	0.600779	<5.33E-54	<9.64E-54
PLTP	0.600737	<5.33E-54	<9.64E-54
DKC1	0.600651	<5.33E-54	<9.64E-54
SNX27	0.600609	<5.33E-54	<9.64E-54
CPNE8	0.60046	<5.33E-54	<9.64E-54
SEC24C	0.600069	<5.33E-54	<9.64E-54
CMC4	0.599943	<5.33E-54	<9.64E-54
PES1	0.599912	6.47e-17	1.15e-16
ITGA3	0.599875	<5.33E-54	<9.64E-54
PEX5	0.599866	<5.33E-54	<9.64E-54
AKR7A2	0.599821	<5.33E-54	<9.64E-54
SUN1	0.599806	<5.33E-54	<9.64E-54
DNAJA1	0.59943	<5.33E-54	<9.64E-54
GNL3	0.599427	<5.33E-54	<9.64E-54
CPN1	0.599373	<5.33E-54	<9.64E-54
TCEAL4	0.599227	<5.33E-54	<9.64E-54
CPOX	0.599179	<5.33E-54	<9.64E-54
FCGR2B	0.599036	<5.33E-54	<9.64E-54
SMS	0.59903	<5.33E-54	<9.64E-54
BCCIP	0.598818	<5.33E-54	<9.64E-54
ARHGEF6	0.598722	<5.33E-54	<9.64E-54
NFXL1	0.598642	<5.33E-54	<9.64E-54
USP47	0.598624	<5.33E-54	<9.64E-54
TP53BP2	0.598564	<5.33E-54	<9.64E-54
TANC1	0.5984	<5.33E-54	<9.64E-54
SLC30A1	0.598394	<5.33E-54	<9.64E-54
CCDC88A	0.598376	<5.33E-54	<9.64E-54
ERCC4	0.598325	<5.33E-54	<9.64E-54
PRC1	0.59828	<5.33E-54	<9.64E-54
MTMR10	0.59823	<5.33E-54	<9.64E-54
ZMYM2	0.598203	<5.33E-54	<9.64E-54
PRF1	0.598128	<5.33E-54	<9.64E-54
MTAP	0.598086	<5.33E-54	<9.64E-54
SMARCA2	0.598033	<5.33E-54	<9.64E-54
APOC1	0.597997	<5.33E-54	<9.64E-54
OARD1	0.597937	<5.33E-54	<9.64E-54
NRBP2	0.59788	<5.33E-54	<9.64E-54
CST3	0.597788	<5.33E-54	<9.64E-54
MARK2	0.597692	<5.33E-54	<9.64E-54
RRP9	0.597686	<5.33E-54	<9.64E-54
ZYX	0.59763	<5.33E-54	<9.64E-54
TAGLN2	0.597588	<5.33E-54	<9.64E-54
MAP7D1	0.597453	<5.33E-54	<9.64E-54
SMIM12	0.597233	<5.33E-54	<9.64E-54
ATAD1	0.597209	<5.33E-54	<9.64E-54
ABCC9	0.5972	<5.33E-54	<9.64E-54
GUF1	0.597173	<5.33E-54	<9.64E-54
PSME2	0.597134	<5.33E-54	<9.64E-54
OGN	0.59701	9.95e-17	1.77e-16
CSTB	0.596994	<5.33E-54	<9.64E-54
PIN4	0.59688	<5.33E-54	<9.64E-54
UBE2O	0.596829	<5.33E-54	<9.64E-54
H2AFY	0.596713	<5.33E-54	<9.64E-54
BCAP29	0.596662	<5.33E-54	<9.64E-54
C1orf35	0.596606	<5.33E-54	<9.64E-54
CAST	0.596606	<5.33E-54	<9.64E-54
SERPINC1	0.596489	<5.33E-54	<9.64E-54
HCCS	0.596432	<5.33E-54	<9.64E-54
WDR70	0.596322	<5.33E-54	<9.64E-54
CDKAL1	0.596301	<5.33E-54	<9.64E-54
GLYCTK	0.596274	<5.33E-54	<9.64E-54
PTER	0.596194	<5.33E-54	<9.64E-54
C1R	0.595958	<5.33E-54	<9.64E-54
RARS2	0.595752	<5.33E-54	<9.64E-54
RCN2	0.595447	<5.33E-54	<9.64E-54
ARL3	0.595304	<5.33E-54	<9.64E-54
SPR	0.595298	<5.33E-54	<9.64E-54
SIRT3	0.595232	<5.33E-54	<9.64E-54
PMVK	0.595107	<5.33E-54	<9.64E-54
LYRM1	0.595062	<5.33E-54	<9.64E-54
VPS35	0.595035	<5.33E-54	<9.64E-54
WDR26	0.594928	<5.33E-54	<9.64E-54
HINT3	0.594898	<5.33E-54	<9.64E-54
DBI	0.594755	<5.33E-54	<9.64E-54
PEX3	0.594653	<5.33E-54	<9.64E-54
